gs://quo-trial/lovebonito_top/aara-ruched-tie-back-top/hy5963-031_umvulxp1vy9wjl6k.jpg,,master_set,aara-ruched-tie-back-top,apparel-v2,aara-ruched-tie-back-top,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abbye-printed-high-neck-top/fm0207-005-1_4.jpg,,master_set,abbye-printed-high-neck-top,apparel-v2,abbye-printed-high-neck-top,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abbye-printed-high-neck-top/fm0207-005_3.jpg,,master_set,abbye-printed-high-neck-top,apparel-v2,abbye-printed-high-neck-top,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abelle-cropped-top-in-serendipity/th2220-052-1_rh0tlwuivvu09bqg.jpg,,master_set,abelle-cropped-top-in-serendipity,apparel-v2,abelle-cropped-top-in-serendipity,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abelle-cropped-top-in-serendipity/th2220-052_p1zhlmjlmi2ygzmn.jpg,,master_set,abelle-cropped-top-in-serendipity,apparel-v2,abelle-cropped-top-in-serendipity,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abigail-knit-puff-sleeve-top/th2430-014-1_agjbna3dobo33wvz.jpg,,master_set,abigail-knit-puff-sleeve-top,apparel-v2,abigail-knit-puff-sleeve-top,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abigail-knit-puff-sleeve-top/th2430-014_v4v2irejltqok8co.jpg,,master_set,abigail-knit-puff-sleeve-top,apparel-v2,abigail-knit-puff-sleeve-top,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abigail-rayon-poet-blouse/th2480-366-1_h0ldexvlxh7w7atj.jpg,,master_set,abigail-rayon-poet-blouse,apparel-v2,abigail-rayon-poet-blouse,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abigail-rayon-poet-blouse/th2480-366_std5ebn1d9fldelv.jpg,,master_set,abigail-rayon-poet-blouse,apparel-v2,abigail-rayon-poet-blouse,"style=women,category=tops",
gs://quo-trial/lovebonito_top/abstract-relaxed-straight-neck-camisole-top-31b4080381/31b4080381-166-1_f3khu6ynotzft7kp.jpg,,master_set,abstract-relaxed-straight-neck-camisole-top-31b4080381,apparel-v2,abstract-relaxed-straight-neck-camisole-top-31b4080381,"style=women,category=tops",
